TIMESTAMP LAI SM1 SM2 SIF
2001050100 0.05 0.235106315789474 0.376 0.106469050049781
2001050200 0.0637300142645042 0.233527894736842 0.37621052631579 -999
2001050300 0.0770605797446602 0.231157894736842 0.376105263157895 -999
2001050400 0.0899720861718947 0.217842105263158 0.376526315789474 -999
2001050500 0.102444923277634 0.214053157894737 0.376684210526316 0.114918932318687
2001050600 0.114459480793306 0.212105263157895 0.376578947368421 -999
2001050700 0.125996148450335 0.201581052631579 0.374 -999
2001050800 0.137035315980149 0.207000526315789 0.374473684210526 -999
2001050900 0.147557373114175 0.21958 0.374736842105263 0.125601693987846
2001051000 0.157542709583838 0.224634210526316 0.376 -999
2001051100 0.166971715120567 0.274796315789474 0.375631578947369 -999
2001051200 0.175824779455786 0.248631578947368 0.372473684210526 -999
2001051300 0.184082292320923 0.245738421052632 0.373315789473684 0.136877179145813
2001051400 0.191724643447404 0.227738947368421 0.373842105263158 -999
2001051500 0.198732222566656 0.255211578947369 0.376421052631579 -999
2001051600 0.205085419410106 0.268161578947368 0.378105263157895 -999
2001051700 0.210764623709179 0.248 0.378368421052631 0.157011985778808
2001051800 0.215750225195303 0.356421052631579 0.377105263157895 -999
2001051900 0.220022613599905 0.332264736842105 0.377263157894737 -999
2001052000 0.22356217865441 0.318211578947369 0.376842105263158 -999
2001052100 0.226349310090245 0.311947368421053 0.374842105263158 0.191416159272193
2001052200 0.228364397638838 0.292631578947369 0.373263157894737 -999
2001052300 0.229587831031614 0.277794736842105 0.372894736842105 -999
2001052400 0.23 0.337793157894737 0.370947368421053 -999
2001052500 0.229950882415208 0.345211578947368 0.370368421052632 0.30743658542633
2001052600 0.229824210749167 0.351263157894737 0.372 -999
2001052700 0.229651006634375 0.333159473684211 0.371684210526316 -999
2001052800 0.229462291703333 0.32774052631579 0.373 -999
2001052900 0.229289087588541 0.323214736842105 0.375842105263158 0.314337253570556
2001053000 0.229162415922499 0.301947368421053 0.375842105263158 -999
2001053100 0.229113298337708 0.337686842105263 0.373210526315789 -999
2001060100 0.239423433726119 0.332897368421053 0.373368421052632 -999
2001060200 0.267863108077102 0.340213684210526 0.374210526315789 0.592150747776031
2001060300 0.310696223669281 0.332422631578947 0.373157894736842 -999
2001060400 0.364186682781282 0.351736842105263 0.373 -999
2001060500 0.42459838769173 0.350632105263158 0.373526315789474 -999
2001060600 0.488195240679249 0.379631578947368 0.37778947368421 0.844671487808227
2001060700 0.551241144022464 0.368947368421053 0.378842105263158 -999
2001060800 0.61 0.355789473684211 0.37778947368421 -999
2001060900 0.664410458741025 0.352526315789474 0.378631578947368 -999
2001061000 0.718953512787851 0.342108421052632 0.378421052631579 0.853710412979126
2001061100 0.776706578038819 0.343895789473684 0.379052631578947 -999
2001061200 0.840747070392272 0.339212631578947 0.379210526315789 -999
2001061300 0.914152405746552 0.329371578947368 0.380157894736842 -999
2001061400 1 0.314422105263158 0.380105263157895 0.854939401149749
2001061500 1.12731282861817 0.278006842105263 0.379315789473684 -999
2001061600 1.30765123631996 0.274793684210526 0.379684210526316 -999
2001061700 1.51789869288368 0.26574052631579 0.379789473684211 -999
2001061800 1.73493866808767 0.249843684210526 0.381368421052632 0.952508211135864
2001061900 1.93565463171027 0.232053684210526 0.381105263157895 -999
2001062000 2.09693005352979 0.196423157894737 0.378315789473684 -999
2001062100 2.19564840332458 0.178157894736842 0.374210526315789 -999
2001062200 2.24670614139423 0.235474210526316 0.37121052631579 0.949333071708679
2001062300 2.28395342288468 0.234264210526316 0.365368421052631 -999
2001062400 2.3127042598438 -999 -999 -999
2001062500 2.33827266431948 -999 -999 -999
2001062600 2.36597264835959 -999 -999 1.43664050102233
2001062700 2.401118224012 -999 -999 -999
2001062800 2.44902340332459 -999 -999 -999
2001062900 2.53439950627751 0.19 0.27 -999
2001063000 2.67096683358809 0.19 0.27 1.43759250640869
2001070100 2.84755286840992 0.19 0.27 -999
2001070200 3.05298509389661 0.184736842105263 0.26 -999
2001070300 3.27609099320176 0.18 0.26 -999
2001070400 3.50569804947898 0.239473684210526 0.267894736842105 1.5359296798706
2001070500 3.73063374588187 0.22 0.27 -999
2001070600 3.93972556556403 0.21 0.27 -999
2001070700 4.12180099167907 0.21 0.27 -999
2001070800 4.26568750738059 0.209473684210526 0.27 1.55999374389648
2001070900 4.36021259582219 0.2 0.27 -999
2001071000 4.39420374015748 0.2 0.27 -999
2001071100 4.37236738137325 0.19 0.27 -999
2001071200 4.31605256135075 0.19 0.26 1.6487340927124
2001071300 4.23905066458529 0.19 0.26 -999
2001071400 4.15515307557219 -999 -999 -999
2001071500 4.07815117880673 -999 -999 -999
2001071600 4.02183635878423 -999 -999 1.70192766189575
2001071700 4 -999 -999 -999
2001071800 4.02150712315297 -999 -999 -999
2001071900 4.07697286181064 -999 -999 -999
2001072000 4.15281376977112 0.18 0.26 1.76733815670013
2001072100 4.23544640083255 0.18 0.26 -999
2001072200 4.31128730879303 0.18 0.26 -999
