!----------------------------------------------------------------------------------------------------------------------
!Location Information
!----------------------------------------------------------------------------------------------------------------------
&location
 latitude               =  40.01                                ! latitude [degrees]
 longitude              = -88.37                                ! longitude [degrees]
 vegetation_category    = 12                                    ! category based on land_cover_source
 soil_category          = 8                                     ! soil texture class
 deep_soil_temperature  = 285.0                                 ! deep soil temperature [K]
 elevation              = 218.0                                 ! elevation [m]
 sea_ice                = 0.0                                   ! sea ice fraction [-] (should be 0.0 for a land point)
 maximum_vegetation_pct = 96.0                                  ! maximum annual vegetation percentage [0-100]
 minimum_vegetation_pct = 1.0                                   ! minimum annual vegetation percentage [0-100]
 land_mask              = 1                                     ! land mask [-] (should be 1 for a land point)
 nsoil                  = 4                                     ! number of soil layers
/
!----------------------------------------------------------------------------------------------------------------------
!Initial States
!----------------------------------------------------------------------------------------------------------------------
&initial
 snow_depth             =  0.01                                 ! snow depth [m]
 snow_water_equivalent  =  1.0                                  ! snow water equivalent [mm]
 canopy_water           =  0.01                                 ! canopy water [mm]
 skin_temperature       =  263.7                                ! skin temperature [K]
 soil_layer_thickness   =  0.10,    0.30,    0.60,    1.00      ! layer thicknesses [m]
2001 01 01 23 30     2.780   258.050 0.0011336  1009.000     0.000   182.000     0.000
2001 01 02 00 00     2.990   257.750 0.0010990  1009.000     0.000   181.000     0.000
2001 01 02 00 30     3.450   257.550 0.0010753  1009.000     0.000   181.000     0.000
2001 01 02 01 00     2.700   257.450 0.0010631  1009.000     0.000   182.000     0.000
2001 01 02 01 30     2.500   257.050 0.0010229  1009.000     0.000   181.000     0.000
2001 01 02 02 00     2.160   257.150 0.0010336  1009.000     0.000   181.000     0.000
2001 01 02 02 30     2.220   257.050 0.0010250  1008.000     0.000   180.000     0.000
2001 01 02 03 00     2.260   257.050 0.0010272  1008.000     0.000   180.000     0.000
2001 01 02 03 30     2.570   257.150 0.0010379  1007.000     0.000   180.000     0.000
2001 01 02 04 00     2.550   257.050 0.0010249  1007.000     0.000   182.000     0.000
2001 01 02 04 30     3.160   257.650 0.0010795  1006.000     0.000   181.000     0.000
2001 01 02 05 00     3.120   257.550 0.0010661  1006.000     0.000   181.000     0.000
2001 01 02 05 30     2.680   257.250 0.0010399  1006.000     0.000   179.000     0.000
2001 01 02 06 00     3.520   257.750 0.0010896  1005.000     0.000   179.000     0.000
2001 01 02 06 30     3.750   258.150 0.0011297  1004.000     0.000   179.000     0.000
2001 01 02 07 00     3.660   258.250 0.0011366  1004.000     0.000   178.000     0.000
2001 01 02 07 30     3.830   258.150 0.0011260  1003.000     0.000   177.000     0.000
2001 01 02 08 00     3.330   257.850 0.0010950  1003.000     0.000   178.000     0.000
2001 01 02 08 30     3.170   257.650 0.0010736  1003.000     0.000   178.000     0.000
2001 01 02 09 00     2.910   257.450 0.0010582  1003.000     0.000   200.000     0.000
2001 01 02 09 30     4.800   258.850 0.0012091  1002.000     0.000   252.000     0.000
2001 01 02 10 00     4.720   260.050 0.0013389  1001.000     0.000   268.000     0.000
2001 01 02 10 30     5.630   260.750 0.0014227  1000.000     0.000   274.000     0.000
2001 01 02 11 00     6.630   262.050 0.0015905  1000.000     0.000   277.000     0.000
2001 01 02 11 30     6.940   262.350 0.0016206  1000.000     0.000   278.000     0.000
2001 01 02 12 00     6.090   262.250 0.0016061  1000.000     0.000   276.000     0.000
2001 01 02 12 30     6.020   263.050 0.0017325   999.000     0.000   275.000     0.000
2001 01 02 13 00     8.240   264.250 0.0019314   999.000     4.000   275.000     0.000
2001 01 02 13 30     7.470   264.350 0.0019544   999.000    20.000   278.000     0.000
2001 01 02 14 00     7.330   264.750 0.0020184   999.000    48.000   278.000     0.000
2001 01 02 14 30     7.430   265.150 0.0020759   998.000    70.000   280.000     0.000
2001 01 02 15 00     7.630   265.550 0.0021284   998.000   104.000   281.000     0.000
2001 01 02 15 30     7.420   265.850 0.0021496   998.000   130.000   281.000     0.000
2001 01 02 16 00     7.590   266.150 0.0021682   998.000   135.000   285.000     0.000
2001 01 02 16 30     7.730   266.350 0.0021925   997.000   192.000   287.000     0.000
2001 01 02 17 00     7.420   266.750 0.0022562   997.000   237.000   287.000     0.000
2001 01 02 17 30     7.440   267.250 0.0023316   996.000   289.000   287.000     0.000
2001 01 02 18 00     8.140   267.850 0.0024148   996.000   356.000   274.000     0.000
2001 01 02 18 30     7.840   268.150 0.0024781   995.000   304.000   256.000     0.000
2001 01 02 19 00     7.660   268.350 0.0025346   994.000   239.000   292.000     0.000
2001 01 02 19 30     7.740   268.750 0.0025985   994.000   211.000   289.000     0.000
2001 01 02 20 00     8.290   268.950 0.0026238   994.000   166.000   290.000     0.000
2001 01 02 20 30     7.970   268.950 0.0026154   994.000   134.000   268.000     0.000
2001 01 02 21 00     7.560   268.950 0.0026265   993.000    90.000   258.000     0.000
2001 01 02 21 30     7.310   268.850 0.0025956   993.000    52.000   262.000     0.000
2001 01 02 22 00     5.780   268.650 0.0025733   993.000    21.000   263.000     0.000
2001 01 02 22 30     6.190   268.650 0.0025595   993.000     1.000   268.000     0.000
2001 01 02 23 00     6.010   268.650 0.0025485   993.000     0.000   270.000     0.000
2001 01 02 23 30     5.180   268.450 0.0025293   993.000     0.000   265.000     0.000
2001 01 03 00 00     4.850   268.050 0.0024828   993.000     0.000   254.000     0.000
2001 01 03 00 30     4.260   267.650 0.0024187   993.000     0.000   236.000     0.000
2001 01 03 01 00     4.290   267.450 0.0024023   993.000     0.000   233.000     0.000
2001 01 03 01 30     3.810   266.850 0.0023115   993.000     0.000   216.000     0.000
2001 01 03 02 00     3.680   265.950 0.0021929   994.000     0.000   214.000     0.000
2001 01 03 02 30     3.750   266.050 0.0022301   994.000     0.000   218.000     0.000
2001 01 03 03 00     3.410   265.550 0.0021543   993.000     0.000   219.000     0.000
2001 01 03 03 30     3.340   265.450 0.0021485   993.000     0.000   216.000     0.000
2001 01 03 04 00     1.980   265.150 0.0021011   994.000     0.000   214.000     0.000
2001 01 03 04 30     2.540   264.750 0.0020367   994.000     0.000   211.000     0.000
2001 01 03 05 00     2.820   263.850 0.0019002   993.000     0.000   211.000     0.000
2001 01 03 05 30     2.000   263.550 0.0018559   993.000     0.000   233.000     0.000
2001 01 03 06 00     1.300   264.450 0.0019916   993.000     0.000   279.000     0.000
2001 01 03 06 30     2.470   265.350 0.0021362   993.000     0.000   284.000     0.000
2001 01 03 07 00     1.920   265.650 0.0021864   993.000     0.000   286.000     0.000
2001 01 03 07 30     0.900   265.850 0.0022204   993.000     0.000   287.000     0.000
2001 01 03 08 00     1.920   266.250 0.0022900   993.000     0.000   288.000     0.000
2001 01 03 08 30     1.710   266.350 0.0023077   993.000     0.000   288.000     0.000
2001 01 03 09 00     1.870   266.750 0.0023796   993.000     0.000   288.000     0.000
2001 01 03 09 30     1.660   266.950 0.0024164   993.000     0.000   285.000     0.000
2001 01 03 10 00     1.580   267.050 0.0024349   993.000     0.000   288.000     0.000
2001 01 03 10 30     1.170   267.150 0.0024536   993.000     0.000   287.000     0.000
2001 01 03 11 00     1.410   267.250 0.0024724   993.000     0.000   286.000     0.000
2001 01 03 11 30     1.950   267.450 0.0025104   993.000     0.000   287.000     0.000
2001 01 03 12 00     1.540   267.650 0.0025464   994.000     0.000   287.000     0.000
2001 01 03 12 30     1.360   267.650 0.0025464   994.000     0.000   286.000     0.000
2001 01 03 13 00     1.470   267.650 0.0025464   994.000     8.000   286.000     0.000
2001 01 03 13 30     1.870   267.850 0.0025854   994.000    31.000   288.000     0.000
2001 01 03 14 00     2.760   268.050 0.0026249   994.000    71.000   289.000     0.000
2001 01 03 14 30     2.840   268.250 0.0026650   994.000    92.000   287.000     0.000
2001 01 03 15 00     2.270   268.450 0.0027056   994.000   166.000   285.000     0.000
2001 01 03 15 30     2.580   268.850 0.0027857   994.000   192.000   284.000     0.000
2001 01 03 16 00     2.910   269.450 0.0028908   994.000   265.000   285.000     0.000
2001 01 03 16 30     3.320   269.950 0.0029645   993.000   255.000   288.000     0.000
2001 01 03 17 00     3.700   270.050 0.0028888   993.000   272.000   291.000     0.000
2001 01 03 17 30     4.050   270.050 0.0028888   993.000   275.000   292.000     0.000
2001 01 03 18 00     4.960   269.850 0.0028851   992.000   268.000   292.000     0.000
2001 01 03 18 30     4.640   269.650 0.0028750   992.000   364.000   292.000     0.000
2001 01 03 19 00     5.320   269.450 0.0028820   991.000   216.000   292.000     0.000
2001 01 03 19 30     5.220   269.350 0.0029070   990.000   204.000   293.000     0.000
2001 01 03 20 00     5.220   269.250 0.0028853   990.000   149.000   294.000     0.000
2001 01 03 20 30     5.300   269.050 0.0028422   990.000   104.000   294.000     0.000
2001 01 03 21 00     5.300   268.550 0.0027371   990.000    74.000   292.000     0.000
2001 01 03 21 30     5.200   268.550 0.0027399   989.000    41.000   282.000     0.000
2001 01 03 22 00     5.700   268.550 0.0027399   989.000    12.000   285.000     0.000
2001 01 03 22 30     5.510   268.450 0.0027221   988.000     0.000   282.000     0.000
2001 01 03 23 00     5.580   268.550 0.0027427   988.000     0.000   285.000     0.000
2001 01 03 23 30     6.020   268.750 0.0027844   988.000     0.000   290.000     0.000
2001 01 04 00 00     6.150   269.250 0.0028941   987.000     0.000   293.000     0.000
2001 01 04 00 30     6.840   269.650 0.0029852   986.000     0.000   298.000     0.000
2001 01 04 01 00     6.410   269.950 0.0030192   986.000     0.000   300.000     0.000
2001 01 04 01 30     6.950   270.250 0.0030625   984.000     0.000   300.000     0.000
2001 01 04 02 00     7.740   270.950 0.0031564   983.000     0.000   301.000     0.000
2001 01 04 02 30     9.500   271.550 0.0032474   981.000     0.000   300.000     0.000
2001 01 04 03 00     8.930   272.050 0.0033221   980.000     0.000   285.000     0.000
2001 01 04 03 30     9.350   272.350 0.0033629   980.000     0.000   265.000     0.000
2001 01 04 04 00     9.170   272.350 0.0033663   979.000     0.000   251.000     0.000
2001 01 04 04 30     8.840   272.250 0.0033271   979.000     0.000   261.000     0.000
2001 01 04 05 00     9.740   272.850 0.0033694   979.000     0.000   252.000     0.000
2001 01 04 05 30    10.500   272.850 0.0033461   978.000     0.000   242.000     0.000
2001 01 04 06 00    10.680   272.650 0.0033316   978.000     0.000   257.000     0.000
2001 01 04 06 30     9.180   272.450 0.0033203   978.000     0.000   244.000     0.000
2001 01 04 07 00     6.690   271.750 0.0032352   978.000     0.000   241.000     0.000
2001 01 04 07 30     5.160   272.050 0.0032785   978.000     0.000   236.000     0.000
2001 01 04 08 00     6.130   272.450 0.0033426   978.000     0.000   233.000     0.000
2001 01 04 08 30     6.610   272.450 0.0033982   978.000     0.000   231.000     0.000
2001 01 04 09 00     8.040   272.550 0.0034493   978.000     0.000   229.000     0.000
2001 01 04 09 30     7.160   272.450 0.0034130   978.000     0.000   225.000     0.000
2001 01 04 10 00     6.550   272.350 0.0033773   979.000     0.000   223.000     0.000
2001 01 04 10 30     6.930   272.450 0.0033762   979.000     0.000   222.000     0.000
2001 01 04 11 00     6.320   272.050 0.0032859   979.000     0.000   221.000     0.000
2001 01 04 11 30     6.160   271.550 0.0032056   980.000     0.000   221.000     0.000
2001 01 04 12 00     6.660   271.450 0.0032165   980.000     0.000   223.000     0.000
2001 01 04 12 30     7.730   271.550 0.0032438   980.000     0.000   222.000     0.000
2001 01 04 13 00     7.670   271.550 0.0032403   980.000    12.000   222.000     0.000
2001 01 04 13 30     8.010   271.650 0.0032433   980.000    74.000   221.000     0.000
2001 01 04 14 00     8.650   272.050 0.0033043   981.000   149.000   221.000     0.000
2001 01 04 14 30     9.020   272.350 0.0033411   981.000   221.000   221.000     0.000
2001 01 04 15 00     8.970   272.750 0.0034175   981.000   288.000   221.000     0.000
2001 01 04 15 30     9.210   273.250 0.0035011   981.000   346.000   222.000     0.000
2001 01 04 16 00     9.240   273.750 0.0036060   981.000   392.000   224.000     0.000
2001 01 04 16 30    10.070   274.150 0.0036698   981.000   425.000   225.000     0.000
2001 01 04 17 00     9.950   274.350 0.0036892   981.000   448.000   224.000     0.000
2001 01 04 17 30    10.230   274.550 0.0037077   980.000   457.000   223.000     0.000
2001 01 04 18 00    10.280   274.850 0.0036827   980.000   451.000   222.000     0.000
2001 01 04 18 30    10.900   274.950 0.0036782   980.000   432.000   222.000     0.000
2001 01 04 19 00    10.360   274.950 0.0036604   980.000   400.000   220.000     0.000
2001 01 04 19 30    10.680   274.950 0.0036160   980.000   356.000   221.000     0.000
2001 01 04 20 00    10.300   274.850 0.0036393   981.000   286.000   258.000     0.000
2001 01 04 20 30    10.630   274.550 0.0035532   981.000   121.000   299.000     0.000
2001 01 04 21 00     8.810   274.250 0.0034695   982.000    75.000   300.000     0.000
2001 01 04 21 30     9.850   274.050 0.0033037   982.000    34.000   294.000     0.000
2001 01 04 22 00     9.230   273.550 0.0031511   983.000    13.000   229.000     0.000
2001 01 04 22 30     7.480   272.950 0.0031736   983.000     2.000   222.000     0.000
2001 01 04 23 00     7.090   272.450 0.0031084   984.000     0.000   221.000     0.000
2001 01 04 23 30     5.060   271.750 0.0030123   984.000     0.000   219.000     0.000
2001 01 05 00 00     4.720   271.050 0.0029044   985.000     0.000   218.000     0.000
2001 01 05 00 30     3.910   270.350 0.0027921   985.000     0.000   218.000     0.000
2001 01 05 01 00     3.840   269.950 0.0027162   985.000     0.000   218.000     0.000
2001 01 05 01 30     4.540   269.750 0.0026883   986.000     0.000   217.000     0.000
2001 01 05 02 00     4.490   269.450 0.0026404   986.000     0.000   218.000     0.000
2001 01 05 02 30     3.650   269.050 0.0025680   986.000     0.000   217.000     0.000
2001 01 05 03 00     2.340   267.750 0.0024029   987.000     0.000   214.000     0.000
2001 01 05 03 30     2.140   267.350 0.0023609   987.000     0.000   213.000     0.000
2001 01 05 04 00     2.150   267.250 0.0023454   986.000     0.000   212.000     0.000
2001 01 05 04 30     1.070   266.750 0.0022886   986.000     0.000   212.000     0.000
2001 01 05 05 00     1.480   266.750 0.0022862   986.000     0.000   211.000     0.000
2001 01 05 05 30     1.350   265.950 0.0021859   986.000     0.000   210.000     0.000
2001 01 05 06 00     1.760   265.150 0.0020800   986.000     0.000   209.000     0.000
2001 01 05 06 30     1.650   265.450 0.0021138   986.000     0.000   210.000     0.000
2001 01 05 07 00     1.910   265.050 0.0020618   986.000     0.000   209.000     0.000
2001 01 05 07 30     1.470   264.450 0.0019917   987.000     0.000   210.000     0.000
2001 01 05 08 00     1.840   264.650 0.0020353   987.000     0.000   210.000     0.000
2001 01 05 08 30     1.550   264.450 0.0020037   987.000     0.000   210.000     0.000
2001 01 05 09 00     1.720   264.250 0.0019726   987.000     0.000   210.000     0.000
2001 01 05 09 30     1.280   264.050 0.0019420   987.000     0.000   211.000     0.000
2001 01 05 10 00     2.000   263.550 0.0018691   986.000     0.000   214.000     0.000
2001 01 05 10 30     1.990   263.250 0.0018254   986.000     0.000   249.000     0.000
2001 01 05 11 00     2.130   263.750 0.0019006   985.000     0.000   278.000     0.000
2001 01 05 11 30     2.430   264.650 0.0020373   986.000     0.000   279.000     0.000
2001 01 05 12 00     2.700   265.550 0.0021849   986.000     0.000   284.000     0.000
2001 01 05 12 30     3.440   266.250 0.0022855   985.000     0.000   282.000     0.000
2001 01 05 13 00     2.770   266.650 0.0023401   985.000     4.000   280.000     0.000
2001 01 05 13 30     2.510   267.050 0.0023957   985.000    29.000   275.000     0.000
2001 01 05 14 00     3.690   267.450 0.0024421   985.000    80.000   255.000     0.000
2001 01 05 14 30     3.570   267.650 0.0024641   985.000   124.000   230.000     0.000
2001 01 05 15 00     4.060   268.550 0.0025580   984.000   267.000   226.000     0.000
2001 01 05 15 30     4.760   269.850 0.0027322   984.000   339.000   227.000     0.000
2001 01 05 16 00     5.720   271.250 0.0028962   983.000   390.000   231.000     0.000
2001 01 05 16 30     6.170   271.950 0.0029534   983.000   421.000   232.000     0.000
2001 01 05 17 00     5.590   272.550 0.0030712   983.000   444.000   232.000     0.000
2001 01 05 17 30     5.800   273.250 0.0032816   981.000   460.000   234.000     0.000
2001 01 05 18 00     6.030   273.750 0.0034068   981.000   433.000   238.000     0.000
2001 01 05 18 30     6.030   274.350 0.0035060   980.000   436.000   239.000     0.000
2001 01 05 19 00     5.380   274.650 0.0035825   980.000   412.000   241.000     0.000
2001 01 05 19 30     6.650   275.050 0.0035706   980.000   351.000   238.000     0.000
2001 01 05 20 00     5.650   274.950 0.0036427   980.000   293.000   237.000     0.000
2001 01 05 20 30     5.300   275.050 0.0036599   980.000   231.000   236.000     0.000
2001 01 05 21 00     4.700   274.950 0.0036826   980.000   166.000   233.000     0.000
2001 01 05 21 30     4.850   274.650 0.0037002   981.000    96.000   232.000     0.000
2001 01 05 22 00     4.980   274.150 0.0036694   980.000    26.000   234.000     0.000
2001 01 05 22 30     3.680   273.250 0.0035753   980.000     2.000   236.000     0.000
2001 01 05 23 00     3.470   273.150 0.0035260   980.000     0.000   238.000     0.000
2001 01 05 23 30     3.050   272.450 0.0033841   981.000     0.000   238.000     0.000
2001 01 06 00 00     3.020   272.150 0.0033033   981.000     0.000   240.000     0.000
2001 01 06 00 30     3.810   272.650 0.0033326   981.000     0.000   241.000     0.000
2001 01 06 01 00     3.190   272.550 0.0033046   981.000     0.000   239.000     0.000
2001 01 06 01 30     3.370   272.050 0.0032648   981.000     0.000   240.000     0.000
2001 01 06 02 00     3.520   272.150 0.0033323   981.000     0.000   280.000     0.000
2001 01 06 02 30     3.540   272.350 0.0034182   981.000     0.000   294.000     0.000
2001 01 06 03 00     3.960   272.450 0.0034728   981.000     0.000   291.000     0.000
2001 01 06 03 30     3.890   272.550 0.0035170   981.000     0.000   283.000     0.000
2001 01 06 04 00     4.010   272.450 0.0034693   982.000     0.000   264.000     0.000
2001 01 06 04 30     3.460   272.350 0.0034880   982.000     0.000   284.000     0.000
2001 01 06 05 00     2.610   272.450 0.0035173   982.000     0.000   273.000     0.000
2001 01 06 05 30     2.230   272.350 0.0035064   982.000     0.000   279.000     0.000
2001 01 06 06 00     2.080   272.250 0.0035208   982.000     0.000   280.000     0.000
2001 01 06 06 30     2.570   272.050 0.0034158   982.000     0.000   256.000     0.000
2001 01 06 07 00     2.200   271.650 0.0033691   982.000     0.000   243.000     0.000
2001 01 06 07 30     2.910   271.150 0.0032303   982.000     0.000   236.000     0.000
2001 01 06 08 00     2.690   270.850 0.0031790   982.000     0.000   233.000     0.000
2001 01 06 08 30     2.640   270.450 0.0031243   982.000     0.000   233.000     0.000
2001 01 06 09 00     3.270   270.550 0.0031540   982.000     0.000   233.000     0.000
2001 01 06 09 30     3.540   270.450 0.0031020   982.000     0.000   234.000     0.000
2001 01 06 10 00     4.550   270.350 0.0030917   983.000     0.000   235.000     0.000
2001 01 06 10 30     4.860   270.050 0.0030295   983.000     0.000   254.000     0.000
2001 01 06 11 00     4.830   270.250 0.0031315   983.000     0.000   292.000     0.000
2001 01 06 11 30     5.040   270.850 0.0032742   983.000     0.000   283.000     0.000
2001 01 06 12 00     5.020   270.850 0.0032709   984.000     0.000   253.000     0.000
2001 01 06 12 30     2.940   270.450 0.0031752   984.000     0.000   228.000     0.000
2001 01 06 13 00     0.710   269.850 0.0030363   984.000     6.000   227.000     0.000
2001 01 06 13 30     1.840   268.350 0.0027098   985.000    37.000   225.000     0.000
2001 01 06 14 00     2.000   268.150 0.0026691   985.000   104.000   228.000     0.000
2001 01 06 14 30     2.180   268.650 0.0027719   985.000   184.000   227.000     0.000
2001 01 06 15 00     2.270   269.450 0.0029408   986.000   272.000   226.000     0.000
2001 01 06 15 30     2.930   270.650 0.0032162   986.000   334.000   232.000     0.000
2001 01 06 16 00     4.330   271.950 0.0035402   986.000   388.000   226.000     0.000
2001 01 06 16 30     4.570   272.450 0.0036723   986.000   426.000   225.000     0.000
2001 01 06 17 00     4.730   273.050 0.0037252   986.000   449.000   225.000     0.000
2001 01 06 17 30     4.540   273.250 0.0036783   986.000   460.000   225.000     0.000
2001 01 06 18 00     4.910   273.550 0.0036915   986.000   453.000   231.000     0.000
2001 01 06 18 30     5.330   273.550 0.0036197   986.000   348.000   258.000     0.000
2001 01 06 19 00     5.240   273.350 0.0035951   986.000   273.000   264.000     0.000
2001 01 06 19 30     5.270   273.450 0.0036173   986.000   260.000   277.000     0.000
2001 01 06 20 00     5.000   273.350 0.0036108   986.000   184.000   258.000     0.000
2001 01 06 20 30     5.180   273.550 0.0036516   986.000   122.000   282.000     0.000
2001 01 06 21 00     5.440   273.550 0.0036596   986.000    74.000   298.000     0.000
2001 01 06 21 30     5.640   273.450 0.0036690   987.000    31.000   301.000     0.000
2001 01 06 22 00     5.910   273.050 0.0036177   987.000     7.000   301.000     0.000
2001 01 06 22 30     5.620   272.850 0.0035805   987.000     1.000   300.000     0.000
2001 01 06 23 00     5.110   272.750 0.0035584   988.000     0.000   301.000     0.000
2001 01 06 23 30     6.050   272.550 0.0034624   988.000     0.000   299.000     0.000
2001 01 07 00 00     6.670   272.050 0.0032954   989.000     0.000   297.000     0.000
2001 01 07 00 30     6.470   271.650 0.0031757   989.000     0.000   295.000     0.000
